"movie_odid","display_name","production_company","billing","financing","in_association_with","production"
"171980100","Un amour de jeunesse","Jouror Productions","7","NULL","1","1"
"171980100","Un amour de jeunesse","CNC","8","NULL","1","1"
"171980100","Un amour de jeunesse","Medienboard Berlin-Brandenburg","9","NULL","1","1"
"171980100","Un amour de jeunesse","Canal Plus","10","NULL","1","1"
"171980100","Un amour de jeunesse","Cinecinema","11","NULL","1","1"
"171990100","The Decoy Bride","IFC Films","1","1","NULL","NULL"
"171990100","The Decoy Bride","CinemaNX","2","1","NULL","NULL"
"171990100","The Decoy Bride","Isle of Man Film","3","1","NULL","NULL"
"171990100","The Decoy Bride","Creative Scotland","4","1","1","NULL"
"171990100","The Decoy Bride","HanWay Films","5","1","1","NULL"
"171990100","The Decoy Bride","Ecosse Films","6","NULL","NULL","1"
"172010100","Sound of My Voice","Hans Ritter","1","NULL","NULL","1"
"172100100","The Eye of the Storm","Antony Waddington","1","1","NULL","NULL"
"172100100","The Eye of the Storm","RMB Productions","2","NULL","NULL","1"
"172100100","The Eye of the Storm","Australian Broadcasting Corp","3","NULL","NULL","1"
"172100100","The Eye of the Storm","Paper Bark Films","4","NULL","NULL","1"
"172230100","Santa Mesa","L Grove Pictures","1","NULL","NULL","1"
"172230100","Santa Mesa","A Space Between","2","NULL","NULL","1"
"172230100","Santa Mesa","Drwelin Productions","3","NULL","1","1"
"172230100","Santa Mesa","Imprint Pictures","4","NULL","1","1"
"172250100","L!fe Happens","Dot Dot Dot Productions","1","NULL","NULL","1"
"172250100","L!fe Happens","Stardust Pictures","2","NULL","NULL","1"
"172350100","The Words","Benaroya Pictures","1","1","NULL","NULL"
"172350100","The Words","Parlay Films","2","NULL","NULL","1"
"172350100","The Words","Animus Films","3","NULL","1","1"
"172350100","The Words","Serena Films","4","NULL","1","1"
"172350100","The Words","Waterfall Films","5","NULL","1","1"
"172360100","Grown Ups 2","Columbia Pictures","1","1","NULL","NULL"
"172360100","Grown Ups 2","Happy Madison","2","NULL","NULL","1"
"172370100","Escape From Planet Earth","Weinstein Company","1","1","NULL","NULL"
"172370100","Escape From Planet Earth","CRF Productions","2","NULL","NULL","1"
"172370100","Escape From Planet Earth","Rainmaker Entertainment","3","NULL","NULL","1"
"172430100","To the Arctic 3D","IMAX Corporation","1","1","NULL","NULL"
"172430100","To the Arctic 3D","One World One Ocean","2","1","1","1"
"172430100","To the Arctic 3D","MacGillivray Freeman","3","NULL","NULL","1"
"172520100","Mai wei","CJ Entertainment","1","NULL","NULL","1"
"172520100","Mai wei","SK Planet","2","NULL","NULL","1"
"172530100","Reuniting the Rubins","Factor Films Ltd.","1","NULL","NULL","1"
"172550100","What a Man","Fox International Productions","1","NULL","NULL","1"
"172550100","What a Man","Pantaleon Films","2","NULL","NULL","1"
"172570100","Neil Young Journeys","Shakey Pictures","1","NULL","NULL","1"
"172570100","Neil Young Journeys","Clinica Estetico","2","NULL","NULL","1"
"172570100","Neil Young Journeys","SalesForce Films","3","NULL","1","1"
"172590100","28 Hotel Rooms","Silverwood Films","1","1","NULL","NULL"
"172590100","28 Hotel Rooms","Onezero Productions","2","NULL","NULL","1"
"172590100","28 Hotel Rooms","Sundial Pictures","3","NULL","1","1"
"172600100","Présumé coupable","Nord-Quest Films","1","0","NULL","NULL"
"172600100","Présumé coupable","France 3 Cinema","2","NULL","NULL","NULL"
"172600100","Présumé coupable","Artemis Prods","3","NULL","NULL","NULL"
"172610100","Cartas a Elena","Cartas a Elena, LLC","1","NULL","NULL","1"
"172620100","Woman Thou Art Loosed On the 7th Day","CODEBLACK Entertainment","1","1","NULL","NULL"
"172620100","Woman Thou Art Loosed On the 7th Day","T.D. Jakes","2","NULL","NULL","1"
"172630100","Trouble with the Curve","Warner Bros.","1","1","NULL","NULL"
"172630100","Trouble with the Curve","Malpaso Productions","2","NULL","NULL","1"
"172640100","The Hangover 3","Warner Bros.","1","1","NULL","NULL"
"172640100","The Hangover 3","Legendary Pictures","2","1","1","NULL"
"172640100","The Hangover 3","Green Hat Films","3","NULL","NULL","1"
"172640100","The Hangover 3","Todd Phillips","4","NULL","NULL","1"
"172670100","Marley","Shangri-La Entertainment","1","1","NULL","1"
"172670100","Marley","Tuff Going Productions","2","NULL","NULL","1"
"172670100","Marley","Cowboy Films","3","NULL","1","1"
"172690100","Sid & Nancy","Samuel Goldwyn Films","1","1","NULL","NULL"
"172690100","Sid & Nancy","Embassy Home Entertainment","2","1","NULL","NULL"
"172690100","Sid & Nancy","Zenith Entertainment","3","0","NULL","1"
"172690100","Sid & Nancy","Initial Pictures","4","NULL","1","1"
"172700100","Une vie de chat","Folimage","1","NULL","NULL","1"
"172700100","Une vie de chat","Lunanime","2","NULL","NULL","1"
"172700100","Une vie de chat","Lumiere","3","NULL","NULL","1"
"172700100","Une vie de chat","Digit Anima","4","NULL","NULL","1"
"172700100","Une vie de chat","France 3 Cinema","5","NULL","NULL","1"
"172700100","Une vie de chat","Rhone-Alpes Cinema","6","NULL","NULL","1"
"172700100","Une vie de chat","RTBF","7","NULL","NULL","1"
"172700100","Une vie de chat","Films Distribution","8","NULL","1","1"
"172700100","Une vie de chat","Soficinema 4","9","NULL","1","1"
"172700100","Une vie de chat","Canal Plus","10","NULL","1","1"
"172700100","Une vie de chat","France Television","11","NULL","1","1"
"172700100","Une vie de chat","Cinecinema","12","NULL","1","1"
"172700100","Une vie de chat","Le Centre National du Cinema et de L'Image","13","NULL","1","1"
"172730100","5 Broken Cameras","Alegria Productions","1","NULL","NULL","1"
"172730100","5 Broken Cameras","Burnat Films Palestine","2","NULL","NULL","1"
"172730100","5 Broken Cameras","Guy DVD Films","3","NULL","NULL","1"
"172730100","5 Broken Cameras","France Television","4","NULL","1","1"
"172730100","5 Broken Cameras","Noga Communications","5","NULL","1","1"
"172730100","5 Broken Cameras","Channel 8","6","NULL","1","1"
"172730100","5 Broken Cameras","Ikon","7","NULL","1","1"
"172760100","Jodi Breakers","Parsar Visions Pvt. Ltd.","1","NULL","NULL","1"
"172770100","Emergo","Nostromo Pictures","1","NULL","NULL","1"
"172820100","Lola Versus","Fox Searchlight Pictures","1","1","NULL","NULL"
"172820100","Lola Versus","Groundswell Productions","2","1","1","1"
"172850100","The Magic of Belle Isle","Castle Rock Entertainment","2","NULL","NULL","1"
"172850100","The Magic of Belle Isle","Revelations Entertainment","3","NULL","NULL","1"
"172850100","The Magic of Belle Isle","Firebrand","4","NULL","NULL","1"
"172850100","The Magic of Belle Isle","Summer Magic Productions","5","NULL","NULL","1"
"172850100","The Magic of Belle Isle","Magnolia Pictures","1","1","NULL","NULL"
"172860100","The Samaritan","H2O Motion Pictures","1","1","NULL","NULL"
"172860100","The Samaritan","Andras Hamori","2","NULL","NULL","1"
"172860100","The Samaritan","Quickfire Films","3","NULL","1","1"
"172860100","The Samaritan","Telefilm Canada","4","NULL","1","1"
"172860100","The Samaritan","Ontario Media Development Corporation","5","NULL","1","1"
"172860100","The Samaritan","Astral Media","6","NULL","1","1"
"172860100","The Samaritan","Harold Greenberg Fund","7","NULL","1","1"
"172860100","The Samaritan","Silver Screen Partners III","8","NULL","1","1"
"172860100","The Samaritan","Lumino Pictures","9","NULL","1","1"
"172860100","The Samaritan","Middle Child Films","10","NULL","1","1"
"172870100","First Position","First Position Films","1","NULL","NULL","1"
"172880100","Trishna","Head Gear Films","1","1","NULL","NULL"
"172880100","Trishna","UK Film Council","2","1","1","NULL"
"172880100","Trishna","Metrol Technology","3","1","1","NULL"
"172880100","Trishna","VTR Media Investments","4","1","1","NULL"
"172880100","Trishna","Revolution Studios","5","NULL","NULL","1"
"172880100","Trishna","Bob Film Institute","6","NULL","1","1"
"172880100","Trishna","Film i Vast","7","NULL","1","1"
"172880100","Trishna","Swedish Film Institute","8","NULL","1","1"
"172880100","Trishna","Anurag Kashyap Films","9","NULL","1","1"
"172890100","Rang zidan fei","Emperor Motion Picture","1","1","NULL","NULL"
"172890100","Rang zidan fei","Beijing Buyilehu Film and Culture","2","1","NULL","NULL"
"172890100","Rang zidan fei","China Film Group","3","1","NULL","NULL"
"172890100","Rang zidan fei","Happy Blue Sea Film & Television Group","4","NULL","NULL","1"
"172890100","Rang zidan fei","Emei Film Group","5","NULL","NULL","1"
"172890100","Rang zidan fei","Chinavision Media Group","6","NULL","NULL","1"
"172980100","La Delicatesse","2.4.7. Films","1","NULL","NULL","1"
"172990100","Les hommes libres","Pyramide Productions","1","NULL","NULL","1"
"172990100","Les hommes libres","France 3 Cinema","2","NULL","1","1"
"172990100","Les hommes libres","Solaire Production","3","NULL","1","1"
"172990100","Les hommes libres","VMP","4","NULL","1","1"
"173000100","Iron Sky","Blind Spot Pictures","1","NULL","NULL","1"
"173000100","Iron Sky","27 Films Production","2","NULL","NULL","1"
"173000100","Iron Sky","New Holland Pictures","3","NULL","NULL","1"
"173010100","Alex Cross","Block/Hanson","1","NULL","NULL","1"
"173010100","Alex Cross","James Patterson Entertainment","2","NULL","NULL","1"
"173010100","Alex Cross","Emmett/Furla Films","3","NULL","NULL","NULL"
"173010100","Alex Cross","Envision Media","4","NULL","1","1"
"173010100","Alex Cross","Summit Entertainment","5","1","NULL","NULL"
"173030100","Impardonnables","SBS Productions","1","NULL","NULL","1"
"173030100","Impardonnables","CRG International","2","NULL","NULL","1"
"173030100","Impardonnables","France 3 Cinema","3","NULL","NULL","1"
"173060100","Transformers: Age of Extinction","di Bonaventura Pictures","1","NULL","NULL","1"
"173060100","Transformers: Age of Extinction","Tom DeSanto","2","NULL","NULL","1"
"173060100","Transformers: Age of Extinction","Don Murphy","3","NULL","NULL","1"
"173080100","Chernobyl Diaries","Alcon Entertainment","1","1","NULL","NULL"
"173080100","Chernobyl Diaries","FilmNation Entertainment","2","1","NULL","NULL"
"173080100","Chernobyl Diaries","PWP","3","NULL","0","1"
"173120100","Freelancers","Grindstone Entertainment Group","1","NULL","NULL","1"
"173120100","Freelancers","Cheetah Vision","2","NULL","NULL","1"
"173120100","Freelancers","Emmett/Furla Films","3","NULL","NULL","1"
"173120100","Freelancers","Envision Media","4","NULL","NULL","1"
"173180100","30 Beats","Latitude 49","1","NULL","NULL","1"
"173180100","30 Beats","Studio 37","2","NULL","NULL","1"
"173180100","30 Beats","Black Nexxus Productions","3","NULL","1","1"
"173180100","30 Beats","Worldview Entertainment","4","NULL","1","1"
"173180100","30 Beats","Highbrow Entertainment","5","NULL","1","1"
"173190100","Carne de neon","Tribeca Film","1","1","NULL","NULL"
"173190100","Carne de neon","American Express","2","1","NULL","NULL"
"173190100","Carne de neon","Jaleo Films","4","NULL","NULL","1"
"173190100","Carne de neon","Oberon Cinematografica","5","NULL","NULL","1"
"173190100","Carne de neon","Morena Films","3","NULL","NULL","1"
"173200100","Hyde Park on Hudson","Film 4","1","1","NULL","NULL"
"173200100","Hyde Park on Hudson","Free Range Film","2","NULL","NULL","1"
"173200100","Hyde Park on Hudson","Daybreak Pictures","3","NULL","NULL","1"
"173220100","Beautiful Creatures","Alcon Entertainment","1","1","NULL","NULL"
"173220100","Beautiful Creatures","Belle Pictures","3","NULL","NULL","1"
"173220100","Beautiful Creatures","3 Arts Entertainment","1","NULL","NULL","1"
"173250100","Blue Like Jazz","RuckusFilm","1","NULL","NULL","1"
"173260100","Beasts of the Southern Wild","Fox Searchlight Pictures","1","0","NULL","NULL"
"173260100","Beasts of the Southern Wild","Cinereach Films","2","1","1","NULL"
"173260100","Beasts of the Southern Wild","Court 13","3","NULL","NULL","1"
"173260100","Beasts of the Southern Wild","Journeyman Pictures","4","NULL","1","1"
"173320100","Art is...The Permanent Revolution","Streetwise Films","1","NULL","NULL","1"
"173340100","LOL","Lionsgate","1","1","NULL","NULL"
"173340100","LOL","Mandate Pictures","2","1","NULL","NULL"
"173340100","LOL","Double Feature Films","3","NULL","NULL","1"
"173350100","Safety Not Guaranteed","Big Beach","1","1","NULL","1"
"173390100","The SpongeBob Movie: Sponge Out of Water","United Plankton Pictures","1","NULL","NULL","1"
"173420100","For a Good Time, Call","AdScott","1","NULL","NULL","1"
"173510100","Crazy Eyes","Strand Releasing","1","1","NULL","NULL"
"173510100","Crazy Eyes","Hagai Shaham","2","NULL","NULL","1"
"173540100","Decoding Deepak","Nala Films","1","NULL","NULL","1"
"173540100","Decoding Deepak","Houseblend Media","2","NULL","1","1"
"173570100","The Beat Hotel","Documentary Arts","1","NULL","NULL","1"
"173580100","Inventing Our Life: The Kibbutz Experiment","Framework","1","NULL","NULL","1"
"173600100","Polisse","Les Productions du Tresor","1","NULL","NULL","1"
"173600100","Polisse","ARTE France","2","NULL","NULL","1"
"173600100","Polisse","Mars Films","3","NULL","NULL","1"
"173600100","Polisse","Chaocorp","4","NULL","1","1"
"173600100","Polisse","Canal Plus","5","NULL","1","1"
"173600100","Polisse","Cinecinema","6","NULL","1","1"
"173600100","Polisse","Arte","7","NULL","1","1"
"173600100","Polisse","Cofinova 7","8","NULL","1","1"
"173600100","Polisse","Manon","9","NULL","1","1"
"173600100","Polisse","Wild Bunch","10","NULL","1","1"
"173660100","End of Watch","Open Road Films","1","1","NULL","NULL"
"173660100","End of Watch","Exclusive Media Group","2","1","NULL","NULL"
"173660100","End of Watch","EFF-Hedge Fund Films","3","1","1","NULL"
"173660100","End of Watch","Le Grisbi","4","NULL","0","1"
"173660100","End of Watch","Crave Films","5","NULL","1","1"
"173670100","Cirque du Soleil: Worlds Away","James Cameron","1","1","NULL","NULL"
"173670100","Cirque du Soleil: Worlds Away","Cirque du Soleil","2","NULL","NULL","1"
"173670100","Cirque du Soleil: Worlds Away","Reel FX","3","NULL","1","1"
"173670100","Cirque du Soleil: Worlds Away","Strange Weather","4","NULL","1","1"
"173670100","Cirque du Soleil: Worlds Away","Cameron/Pace Group","5","NULL","1","1"
"173720100","OC87","Therapy Productions","1","NULL","NULL","1"
"173730100","Bettie Page Reveals All","Single Spark Pictures","1","NULL","NULL","1"
"173770100","Hardflip","Digital Filmz International","1","1","NULL","NULL"
"173770100","Hardflip","Risen Media","2","1","NULL","NULL"
"173770100","Hardflip","Skipstone Pictures","3","NULL","NULL","1"
"173840100","The Do-Deca-Pentathlon","Red Flag Releasing","1","1","NULL","NULL"
"173840100","The Do-Deca-Pentathlon","Fox Searchlight Pictures","2","1","NULL","NULL"
"173840100","The Do-Deca-Pentathlon","Duplass Brothers","3","NULL","NULL","1"
"173850100","The Loved Ones","Screen Australia","1","1","NULL","NULL"
"173850100","The Loved Ones","Omnilab Media Group","2","1","1","NULL"
"173850100","The Loved Ones","Melbourne International Film Festival Premiere Fund","3","1","1","NULL"
"173850100","The Loved Ones","Film Victoria","4","1","1","NULL"
"173850100","The Loved Ones","Ambience Entertainment","5","NULL","NULL","1"
"173860100","Identity Thief","Universal Pictures","1","1","NULL","NULL"
"173860100","Identity Thief","Relativity Media","2","1","1","NULL"
"173860100","Identity Thief","Bluegrass Films","3","NULL","NULL","1"
"173860100","Identity Thief","Aggregate Films","4","NULL","NULL","1"
"173870100","Cloudy with a Chance of Meatballs 2","Columbia Pictures","1","1","NULL","NULL"
"173870100","Cloudy with a Chance of Meatballs 2","Sony Pictures Animation","2","NULL","NULL","1"
"173890100","ABCD (Any Body Can Dance)","UTV Motion Pictures","1","NULL","NULL","1"
"173980100","The Perfect Family","Certainty Films","1","1","NULL","1"
"173980100","The Perfect Family","Present Pictures","2","NULL","NULL","1"
"174000100","Samsara","Magidson Films","1","1","NULL","NULL"
"174000100","Samsara","Mark Magidson","2","NULL","NULL","1"
"174040100","Ok-hui-ui yeonghwa","Jeonwansa Film Compnay","1","NULL","NULL","1"
"174050100","Oslo, 31 August","Motlys","1","1","NULL","1"
"174050100","Oslo, 31 August","Don't Look Now","2","1","NULL","1"
"174070100","[Rec] 3: Genesis","Canal Plus","1","1","NULL","NULL"
"174070100","[Rec] 3: Genesis","Filmax Entertainment","2","1","NULL","1"
"174080100","Seven Psychopaths","CBS Films","1","1","NULL","NULL"
"174080100","Seven Psychopaths","Film4","2","1","NULL","NULL"
"174080100","Seven Psychopaths","BFI","3","1","1","NULL"
"174080100","Seven Psychopaths","HanWay Films","4","1","1","NULL"
"174080100","Seven Psychopaths","Blueprint Films","5","NULL","NULL","1"
"174150100","Tai Chi Zero","Hyayi Brothers Corp.","1","1","NULL","NULL"
"174150100","Tai Chi Zero","Huayi Brothers International","2","1","NULL","NULL"
"174150100","Tai Chi Zero","Shanghai Stone-Capital Culture Investment","3","1","NULL","NULL"
"174150100","Tai Chi Zero","Hunan Richland Culture Media Venture Partnership","4","1","NULL","NULL"
"174150100","Tai Chi Zero","Diversion Pictures","5","NULL","NULL","1"
"174160100","Hit So Hard","Ebersole Hughes Company","1","NULL","NULL","1"
"174160100","Hit So Hard","Tight Ship Productions","2","NULL","NULL","1"
"174170100","The End of Love","Here Now","1","NULL","NULL","1"
"174170100","The End of Love","Poor Rich Kids","2","NULL","1","1"
"174220100","For Greater Glory: The True Story of Cristiada","ARC Entertainment","1","1","NULL","NULL"
"174220100","For Greater Glory: The True Story of Cristiada","Dos Corazones, S.A. de C.V.","2","1","1","1"
"174220100","For Greater Glory: The True Story of Cristiada","New Land Films","3","NULL","NULL","1"
"174280100","Take Me Home","Take Me Home Productions, LLC","1","NULL","NULL","1"
"174290100","Hello I Must Be Going","Enjoy Your Gum Pictures","1","1","NULL","NULL"
"174290100","Hello I Must Be Going","Next Weekend","2","NULL","NULL","1"
"174290100","Hello I Must Be Going","Skyscraper Films","3","NULL","NULL","1"
"174290100","Hello I Must Be Going","Momus & Klamm","4","NULL","NULL","1"
"174300100","A Lonely Place to Die","Kaleidoscope Entertainment","1","1","NULL","1"
"174300100","A Lonely Place to Die","Carnaby International","2","1","0","NULL"
"174300100","A Lonely Place to Die","Eigerwand Media","3","1","1","0"
"174300100","A Lonely Place to Die","Molinare","4","1","1","NULL"
"174390100","Marina Abramovic: The Artist Is Present","HBO Documentary Films","1","NULL","NULL","1"
"174400100","The Queen of Versailles","Evergreen Pictures","1","NULL","NULL","1"
"174400100","The Queen of Versailles","Impact Partners","3","NULL","1","1"
"174400100","The Queen of Versailles","Candescent Films","4","NULL","1","1"
"174400100","The Queen of Versailles","BBC Storyville","2","NULL","1","1"
"174410100","Ai Weiwei: Never Sorry","United Expression Media","1","1","NULL","NULL"
"174410100","Ai Weiwei: Never Sorry","Muse Film and Television","2","1","1","NULL"
"174410100","Ai Weiwei: Never Sorry","Alison Klayman","3","NULL","NULL","1"
"174420100","The Loneliest Planet","Parts and Labor","1","NULL","NULL","1"
"174420100","The Loneliest Planet","Flying Moon","2","NULL","NULL","1"
"174420100","The Loneliest Planet","Wild Invention","3","NULL","1","1"
"174420100","The Loneliest Planet","ZDF Das Kleine Fernsehspiel","4","NULL","1","1"
"174420100","The Loneliest Planet","Arte","5","NULL","1","1"
"174420100","The Loneliest Planet","Hessen Invest Film","6","NULL","1","1"
"174430100","300: Rise of an Empire","Cruel and Unusual Films","1","NULL","NULL","1"
"174430100","300: Rise of an Empire","Mark Canton","2","NULL","0","1"
"174430100","300: Rise of an Empire","Gianni Nunnari","3","NULL","0","1"
"174470100","Nuit Blanche","Chic Films","1","NULL","NULL","1"
"174470100","Nuit Blanche","Paul Thiltges Distributions","2","NULL","1","1"
"174470100","Nuit Blanche","Saga Film","3","NULL","1","1"
"174470100","Nuit Blanche","Motion Investment Group","4","NULL","1","1"
"174480100","The Long Day Closes","British Film Institute","1","1","NULL","1"
"174480100","The Long Day Closes","Film Four International","2","1","NULL","NULL"
"174490100","The Road","GMA Films","1","NULL","NULL","1"
"174520100","Heleno","Goritzia Filmes","1","NULL","NULL","1"
"174570100","Wild Horse, Wild Ride","Fish Creek Films","1","1","NULL","NULL"
"174630100","How to Grow a Band","Shaftway Productions","1","NULL","NULL","1"
"174640100","Jannat 2","Fox Star Studios","1","NULL","NULL","1"
"174640100","Jannat 2","Vishesh Films","2","NULL","NULL","1"
"174650100","6 Month Rule","Secret Identity Productions","1","NULL","NULL","1"
"174660100","Katy Perry: Part of Me","Insurge Pictures","1","1","NULL","NULL"
"174660100","Katy Perry: Part of Me","Imagine Entertainment","2","NULL","NULL","1"
"174660100","Katy Perry: Part of Me","Perry Production","3","NULL","NULL","1"
"174660100","Katy Perry: Part of Me","Direct Management Group","4","NULL","NULL","1"
"174660100","Katy Perry: Part of Me","AEG Live","5","NULL","1","1"
"174660100","Katy Perry: Part of Me","EMI Music North America","6","NULL","1","1"
"174670100","The Master","Weinstein Company","1","1","NULL","NULL"
"174670100","The Master","Joanne Seller","2","NULL","NULL","1"
"174670100","The Master","Ghoulardi Film Company","3","NULL","NULL","1"
"174670100","The Master","Annapurna Pictures","4","NULL","NULL","1"
"174690100","Mansome","Electus","1","NULL","NULL","1"
"174690100","Mansome","Warrior Poets","2","NULL","NULL","1"
"174690100","Mansome","DumbDumb","3","NULL","NULL","1"
"174700100","Otter 501","Sea Studios Foundation","1","NULL","NULL","1"
"174740100","Searching for Sugar Man","Red Box Films","1","NULL","NULL","1"
"174740100","Searching for Sugar Man","Passion Pictures","2","NULL","NULL","1"
"174740100","Searching for Sugar Man","Confield Pictures","3","NULL","1","1"
"174740100","Searching for Sugar Man","The Documentary Company","4","NULL","1","1"
"174750100","West of Memphis","Wingnut Films","1","NULL","NULL","1"
"174760100","Smashed","Super Crispy Entertainment","1","1","NULL","NULL"
"174760100","Smashed","Jonathan Schwartz","2","NULL","0","1"
"174760100","Smashed","Andea Sperling","3","NULL","0","1"
"174760100","Smashed","Front Porch Films","4","NULL","1","1"
"174770100","De rouille et d’os","Page 114","1","NULL","NULL","NULL"
"174770100","De rouille et d’os","Why Not Productions","2","NULL","NULL","NULL"
"174770100","De rouille et d’os","France 2 Cinema","3","NULL","NULL","NULL"
"174770100","De rouille et d’os","Les Films du Fleuve","4","NULL","NULL","NULL"
"174770100","De rouille et d’os","RTBF","5","NULL","NULL","NULL"
"174770100","De rouille et d’os","Lumiere","6","NULL","NULL","NULL"
"174770100","De rouille et d’os","Lunanime","7","NULL","NULL","NULL"
"174770100","De rouille et d’os","Canal Plus","8","NULL","NULL","NULL"
"174770100","De rouille et d’os","Cine Plus","9","NULL","NULL","NULL"
"174770100","De rouille et d’os","France Television","10","NULL","NULL","NULL"
"174800100","The Collection","Liddell Entertainment","1","NULL","NULL","1"
"174800100","The Collection","Fortress Features","2","NULL","NULL","1"
"174860100","To the Wonder","Magnolia Pictures","1","1","NULL","NULL"
"174860100","To the Wonder","Redbud Pictures","2","NULL","NULL","1"
"174890100","Captain America: The Winter Soldier","Marvel Studios","1","NULL","NULL","1"
"174920100","Book chon bang hyang","Jeonwansa Film Compnay","1","NULL","NULL","1"
"174930100","Penumbra","Cinemagroup","1","NULL","NULL","1"
"174930100","Penumbra","Tres Mentes","2","NULL","NULL","1"
"174930100","Penumbra","Abs Productions","3","NULL","NULL","1"
"174940100","Paul Williams Still Alive","3W Films","1","1","NULL","NULL"
"174940100","Paul Williams Still Alive","Mambo Entertainment","2","NULL","NULL","1"
"174950100","Compliance","Dogfish Pictures","1","1","NULL","NULL"
"174950100","Compliance","Muskat Filmed Properties","2","1","1","NULL"
"174950100","Compliance","Low Spark Films","3","1","1","NULL"
"174950100","Compliance","Bad Cop / Bad Cop Productions","4","NULL","NULL","1"
"174960100","Killing Them Softly","Metropolitan Films","1","1","NULL","NULL"
"174960100","Killing Them Softly","Inferno","2","1","NULL","NULL"
"174960100","Killing Them Softly","Annapurna Pictures","3","1","1","NULL"
"174960100","Killing Them Softly","1984 Private Defense Contractors","4","1","1","NULL"
"174960100","Killing Them Softly","Plan B Entertainment","5","NULL","NULL","1"
"174960100","Killing Them Softly","Chockstone Pictures","6","NULL","NULL","1"
"174970100","Battle of the Year","Screen Gems","1","1","NULL","NULL"
"174970100","Battle of the Year","Contrafilm","2","NULL","NULL","1"
"174990100","Crooked Arrows","Peck Entertainment","1","NULL","NULL","1"
"174990100","Crooked Arrows","Branded Pictures Entertainment","2","NULL","NULL","1"
"175000100","Quill: The Life of a Guide Dog","Shochiku Company","1","NULL","NULL","1"
"175000100","Quill: The Life of a Guide Dog","Quill Film Partners Ltd.","2","NULL","NULL","1"
"175010100","A Fantastic Fear of Everything","Keel Films","1","NULL","NULL","1"
"175010100","A Fantastic Fear of Everything","Indomina Productions","2","NULL","1","1"
"175010100","A Fantastic Fear of Everything","Pinewood Films","3","NULL","1","1"
"175010100","A Fantastic Fear of Everything","The Works International","4","NULL","1","1"
"175050100","A Beautiful Soul","Releve Entertainment","1","NULL","NULL","1"
"175050100","A Beautiful Soul","Manhaddon Entertainment","2","NULL","NULL","1"
"175050100","A Beautiful Soul","Tyscot Film + Entertainment","3","NULL","NULL","1"
"175110100","Collaborator","DViant Films","1","NULL","NULL","1"
"175110100","Collaborator","This is That","2","NULL","NULL","1"
"175110100","Collaborator","OMDC","3","NULL","1","1"
"175110100","Collaborator","North Ontario Heritage Fund","4","NULL","1","1"
"175110100","Collaborator","Canada Tax Credit","5","NULL","1","1"
"175120100","Meine Familie, die Nazis und Ich","Maya Productions","1","1","NULL","NULL"
"175120100","Meine Familie, die Nazis und Ich","Saxonia Entertainment","2","NULL","NULL","1"
"175120100","Meine Familie, die Nazis und Ich","MDR","3","NULL","NULL","1"
"175120100","Meine Familie, die Nazis und Ich","WDR","4","NULL","NULL","1"
"175120100","Meine Familie, die Nazis und Ich","SWR","5","NULL","NULL","1"
"175190100","Get the Gringo","Icon Productions","1","NULL","NULL","1"
"175230100","Tyler Perry's Madea's Witness Protection","Lionsgate","1","1","NULL","1"
"175230100","Tyler Perry's Madea's Witness Protection","TPS Company","2","1","NULL","1"
"175240100","The Pact","Content Film","1","1","NULL","NULL"
"175240100","The Pact","Preferred Content","2","NULL","NULL","1"
"175250100","Les adieux à la reine","GMT Productions","1","NULL","NULL","1"
"175250100","Les adieux à la reine","Les Films du Lendemain","2","NULL","NULL","1"
"175250100","Les adieux à la reine","Morena Films","3","NULL","NULL","1"
"175260100","Union Square","Armian Pictures","1","1","NULL","NULL"
"175260100","Union Square","Cine-Si","2","NULL","NULL","1"
"175270100","The Babymakers","IM Global","1","1","NULL","NULL"
"175270100","The Babymakers","Blumhouse","2","NULL","NULL","1"
"175270100","The Babymakers","Duck Attack Films","3","NULL","1","1"
"175270100","The Babymakers","Automatik","4","NULL","1","1"
"175280100","Klovn: The Movie","Zentropa Entertainments","1","1","NULL","NULL"
"175280100","Klovn: The Movie","Ja-hatten","2","1","NULL","NULL"
"175280100","Klovn: The Movie","Med TV2","3","NULL","NULL","1"
"175280100","Klovn: The Movie","Danish Film Institute","4","NULL","NULL","1"
"175290100","The Awakening","Optimum Releasing","1","1","NULL","NULL"
"175290100","The Awakening","BBC Films","2","1","NULL","NULL"
"175290100","The Awakening","StudioCanal","3","1","NULL","NULL"
"175290100","The Awakening","Scottish Screen","4","1","NULL","NULL"
"175290100","The Awakening","Origin Pictures Productions","5","NULL","NULL","1"
"175300100","Why Stop Now","Strategic Motion Ventures","1","1","NULL","NULL"
"175300100","Why Stop Now","Armian Pictures","2","1","NULL","NULL"
"175300100","Why Stop Now","Blue Dog Films","3","1","1","NULL"
"175300100","Why Stop Now","Claude Dalfarra","4","NULL","NULL","1"
"175310100","Side by Side","Company Films","1","NULL","NULL","1"
"175320100","V/H/S","The Collective","1","NULL","NULL","1"
"175320100","V/H/S","Bloody Disgusting","2","NULL","NULL","1"
"175330100","21 and Over","Relativity Media","1","1","NULL","NULL"
"175330100","21 and Over","SkyLand Entertainment","2","1","1","NULL"
"175330100","21 and Over","Virgin","3","1","1","NULL"
"175330100","21 and Over","Mandeville Films","4","NULL","NULL","1"
"175340100","The Mortal Instruments: City of Bones","Screen Gems","1","NULL","NULL","1"
"175340100","The Mortal Instruments: City of Bones","Constantin Film","2","NULL","NULL","1"
