"movie_odid","display_name","production_company","billing","financing","in_association_with","production"
"1980100","I, Robot","20th Century Fox","1","1","NULL","NULL"
"1980100","I, Robot","David Entertainment Company","3","NULL","0","1"
"1980100","I, Robot","Lawrence Mark","4","NULL","0","1"
"1980100","I, Robot","Overbrook Entertainment","5","NULL","NULL","1"
"1980100","I, Robot","Mediastream IV","2","1","NULL","NULL"
"2000100","The Fast and the Furious","Universal Pictures","1","1","NULL","NULL"
"2000100","The Fast and the Furious","Mediastream Film","2","1","1","NULL"
"2000100","The Fast and the Furious","Neal H. Moritz","3","NULL","NULL","1"
"2010100","Doctor Dolittle","Davis Entertainment","NULL","NULL","NULL","NULL"
"2020100","Mamma Mia!","Universal Pictures","1","1","NULL","1"
"2020100","Mamma Mia!","Littlestar","2","NULL","NULL","1"
"2020100","Mamma Mia!","Playtone","3","NULL","NULL","1"
"2030100","Juno","Mandate Pictures","1","NULL","NULL","1"
"2030100","Juno","Mr. Mudd","2","NULL","NULL","1"
"2040100","Marley & Me","Fox 2000 Pictures","1","1","NULL","NULL"
"2040100","Marley & Me","Regency Enterprises","2","1","NULL","NULL"
"2040100","Marley & Me","Gil Netter Productions","3","NULL","NULL","1"
"2040100","Marley & Me","Sunswept Entertainment","4","NULL","NULL","1"
"2050100","xXx","Revolution Studios","1","1","NULL","NULL"
"2050100","xXx","Neal H. Moritz","2","NULL","NULL","1"
"2070100","The Chronicles of Narnia: Prince Caspian","Walt Disney Pictures","1","1","0","0"
"2070100","The Chronicles of Narnia: Prince Caspian","Walden Media","2","1","0","0"
"2070100","The Chronicles of Narnia: Prince Caspian","Mark Johnson","3","0","0","1"
"2070100","The Chronicles of Narnia: Prince Caspian","Silverbell Films","4","0","0","1"
"2110100","Slumdog Millionaire","Fox Searchlight Pictures","1","NULL","NULL","NULL"
"2110100","Slumdog Millionaire","Warner Bros.","2","NULL","NULL","NULL"
"2110100","Slumdog Millionaire","Celador Films","3","NULL","NULL","NULL"
"2110100","Slumdog Millionaire","Film 4","4","NULL","NULL","NULL"
"2120100","Rush Hour","Arthur Sarkissian","1","NULL","NULL","1"
"2120100","Rush Hour","Roger Birnbaum","2","NULL","NULL","1"
"2140100","Deep Impact","Zanuck/Brown","1","NULL","NULL","1"
"2150100","Rush Hour 3","New Line Cinema","1","1","NULL","NULL"
"2150100","Rush Hour 3","Arthur Sarkissian","2","NULL","NULL","1"
"2150100","Rush Hour 3","Roger Birnbaum","1","NULL","NULL","1"
"2170100","Stuart Little","Douglas Wick","1","NULL","NULL","1"
"2170100","Stuart Little","Franklin/Waterman","2","NULL","NULL","1"
"2170100","Stuart Little","Columbia Pictures","3","NULL","NULL","1"
"2180100","The Rocky Horror Picture Show","20th Century Fox","1","1","NULL","NULL"
"2180100","The Rocky Horror Picture Show","Michael White Productions","2","NULL","NULL","1"
"2210100","The Matrix Revolutions","EON Enterprises","1","NULL","NULL","1"
"2220100","The Santa Clause 2","Walt Disney Pictures","1","1","NULL","NULL"
"2220100","The Santa Clause 2","Outlaw Productions","2","NULL","NULL","1"
"2220100","The Santa Clause 2","Boxing Cat","3","NULL","NULL","1"
"2230100","Cheaper by the Dozen","Robert Simonds Company","1","NULL","NULL","1"
"2240100","Bad Boys II","Columbia Pictures","1","NULL","NULL","NULL"
"2250100","Good Will Hunting","Lawrence Bender","1","NULL","NULL","1"
"2250100","Good Will Hunting","Miramax Films","2","1","NULL","NULL"
"2260100","Platoon","Hemdale","1","NULL","NULL","1"
"2270100","Dinosaur","Walt Disney Pictures","1","NULL","NULL","1"
"2280100","Click","Happy Madison","2","1","NULL","NULL"
"2280100","Click","Revolution Studios","3","NULL","NULL","1"
"2280100","Click","Columbia Pictures","1","1","NULL","NULL"
"2280100","Click","Original Film","4","NULL","NULL","1"
"2290100","The Green Mile","Castle Rock Entertainment","1","1","NULL","NULL"
"2290100","The Green Mile","Darkwoods","2","NULL","NULL","1"
"2300100","Ransom","Touchstone Pictures","1","NULL","NULL","1"
"2310100","Godzilla","Centropolis Entertainment","1","NULL","NULL","1"
"2310100","Godzilla","Fried Films","2","NULL","NULL","1"
"2310100","Godzilla","Independent Pictures.","3","NULL","NULL","1"
"2310100","Godzilla","Tri-Star Pictures","4","1","NULL","NULL"
"2330100","Anger Management","Revolution Studios","NULL","NULL","NULL","NULL"
"2330100","Anger Management","Happy Madison","NULL","NULL","NULL","NULL"
"2340100","Chicken Little","Walt Disney Animation Studios","1","NULL","NULL","1"
"2380100","The Incredible Hulk","Universal Pictures","1","1","NULL","NULL"
"2380100","The Incredible Hulk","Marvel Studios","2","1","NULL","1"
"2380100","The Incredible Hulk","Valhalla Motion Pictures","3","NULL","NULL","1"
"2390100","Live Free or Die Hard","20th Century Fox","1","1","NULL","NULL"
"2390100","Live Free or Die Hard","Dune Entertainment","2","1","1","NULL"
"2390100","Live Free or Die Hard","Ingenius Film Partners","3","NULL","NULL","1"
"2400100","Wanted","Universal Pictures","1","1","NULL","NULL"
"2400100","Wanted","Spyglass Entertainment","2","1","NULL","NULL"
"2400100","Wanted","Relativity Media","3","1","1","NULL"
"2400100","Wanted","Marc Platt Productions","4","NULL","NULL","1"
"2400100","Wanted","Kickstart","5","NULL","NULL","1"
"2410100","Superman","Warner Bros.","1","1","NULL","NULL"
"2410100","Superman","Dovemead Ltd.","2","NULL","NULL","1"
"2430100","Mission: Impossible III","Cruise-Wagner","1","NULL","NULL","1"
"2440100","Angels & Demons","Columbia Pictures","1","1","NULL","NULL"
"2440100","Angels & Demons","Imagine Entertainment","2","1","NULL","NULL"
"2440100","Angels & Demons","Brian Grazer Productions","3","NULL","NULL","1"
"2440100","Angels & Demons","John Calley","4","NULL","NULL","1"
"2450100","The Departed","Initial Entertainment Group","2","NULL","NULL","1"
"2450100","The Departed","Plan B Entertainment","1","NULL","NULL","1"
"2450100","The Departed","Vertigo Films","3","NULL","NULL","1"
"2450100","The Departed","Media Asia Films","4","NULL","1","NULL"
"2460100","Troy","Radiant Productions","1","NULL","NULL","1"
"2460100","Troy","Plan B Entertainment","2","NULL","NULL","1"
"2470100","Bringing Down the House","Touchstone Pictures","1","1","NULL","NULL"
"2470100","Bringing Down the House","Hyde Park Entertainment","2","1","1","NULL"
"2470100","Bringing Down the House","David Hoberman","3","NULL","NULL","1"
"2470100","Bringing Down the House","Ashok Amritraj","4","NULL","NULL","1"
"2480100","Hulk","Universal Pictures","1","1","NULL","NULL"
"2480100","Hulk","Marvel Studios","2","1","1","NULL"
"2480100","Hulk","Valhalla Motion Pictures","3","NULL","NULL","1"
"2480100","Hulk","Good Machine","4","NULL","NULL","1"
"2490100","Minority Report","20th Century Fox","1","1","NULL","NULL"
"2490100","Minority Report","DreamWorks Pictures","2","1","NULL","NULL"
"2490100","Minority Report","Cruise-Wagner","3","NULL","NULL","1"
"2490100","Minority Report","Blue Tulip","4","NULL","NULL","1"
"2490100","Minority Report","Ronald Shusett","5","NULL","NULL","1"
"2490100","Minority Report","Gary Goldman","6","NULL","NULL","1"
"2500100","Fantastic Four: Rise of the Silver Surfer","20th Century Fox","1","1","NULL","NULL"
"2500100","Fantastic Four: Rise of the Silver Surfer","Constance Marks Productions","2","1","1","1"
"2500100","Fantastic Four: Rise of the Silver Surfer","Marvel Studios","3","1","1","1"
"2500100","Fantastic Four: Rise of the Silver Surfer","1492 Pictures","4","NULL","NULL","1"
"2500100","Fantastic Four: Rise of the Silver Surfer","Bernd Eichinger","5","NULL","NULL","1"
"2510100","Lara Croft: Tomb Raider","Paramount Pictures","1","1","NULL","NULL"
"2510100","Lara Croft: Tomb Raider","Mutual Film Company","2","1","NULL","NULL"
"2510100","Lara Croft: Tomb Raider","Lawrence Gordon","3","NULL","NULL","1"
"2510100","Lara Croft: Tomb Raider","Eidos Interactive","4","NULL","1","1"
"2520100","The Silence of the Lambs","Orion Pictures","1","1","NULL","NULL"
"2530100","Honey, I Shrunk the Kids","Walt Disney Pictures","1","NULL","NULL","1"
"2560100","Get Smart","Village Roadshow Productions","1","1","NULL","NULL"
"2560100","Get Smart","Mosaic Media","2","NULL","NULL","1"
"2560100","Get Smart","Mad Chance","3","NULL","NULL","1"
"2560100","Get Smart","Callahan Filmworks","4","NULL","NULL","1"
"2600100","The Ring","Parkes+Macdonald Productions","1","NULL","NULL","NULL"
"2600100","The Ring","Benderspink Productions","2","NULL","NULL","NULL"
"2620100","Borat","Four by Two Films","1","NULL","NULL","1"
"2620100","Borat","Everyman Pictures","2","NULL","NULL","1"
"2620100","Borat","Dune Entertainment","3","NULL","1","1"
"2620100","Borat","Major Studio Partners","4","NULL","1","1"
"2630100","Robots","20th Century Fox Animation","1","1","NULL","NULL"
"2630100","Robots","Blue Sky Studios","2","NULL","NULL","1"
"2650100","Crouching Tiger, Hidden Dragon","United China Vision","1","NULL","NULL","NULL"
"2650100","Crouching Tiger, Hidden Dragon","Asia Union Film and Entertainment LTD","2","NULL","NULL","NULL"
"2650100","Crouching Tiger, Hidden Dragon","Sony Pictures Classics","3","NULL","NULL","NULL"
"2650100","Crouching Tiger, Hidden Dragon","Edko Films","4","NULL","NULL","NULL"
"2650100","Crouching Tiger, Hidden Dragon","Good Machine","5","NULL","NULL","NULL"
"2650100","Crouching Tiger, Hidden Dragon","Columbia Pictures","6","NULL","NULL","NULL"
"2650100","Crouching Tiger, Hidden Dragon","China Film Co. LTD","7","NULL","NULL","NULL"
"2670100","Enchanted","Walt Disney Pictures","1","1","0","0"
"2670100","Enchanted","Barry Sonnenfeld","2","0","0","1"
"2670100","Enchanted","Josephson Entertainment","3","0","0","1"
"2680100","The Curious Case of Benjamin Button","Paramount Pictures","1","1","NULL","NULL"
"2680100","The Curious Case of Benjamin Button","The Kennedy/Marshall Company","2","NULL","NULL","1"
"2690100","Sweet Home Alabama","Touchstone Pictures","1","NULL","NULL","NULL"
"2700100","Dumb & Dumber","Katja Motion Picture Corporation","1","NULL","NULL","1"
"2720100","The World is Not Enough","Eon Productions","1","1","NULL","1"
"2720100","The World is Not Enough","Metro-Goldwyn-Mayer Pictures","2","1","NULL","NULL"
"2730100","My Best Friend's Wedding","Jerry Zucker","1","NULL","NULL","1"
"2730100","My Best Friend's Wedding","Predawn","2","NULL","NULL","1"
"2750100","Sleepless in Seattle","Tri-Star Pictures","1","NULL","NULL","NULL"
"2760100","Bee Movie","DreamWorks Animation","1","1","NULL","NULL"
"2760100","Bee Movie","Columbus 81 Productions","2","NULL","NULL","1"
"2770100","Mr. Deeds","Columbia Pictures","1","1","NULL","NULL"
"2770100","Mr. Deeds","New Line Cinema","2","1","NULL","NULL"
"2770100","Mr. Deeds","Happy Madison","3","NULL","NULL","1"
"2770100","Mr. Deeds","Out of the Blue Entertainment","4","NULL","1","NULL"
"2790100","The Truman Show","Scott Rudin Productions","1","NULL","NULL","1"
"2800100","Erin Brockovich","Jersey Films","1","NULL","NULL","1"
"2800100","Erin Brockovich","Universal Pictures","2","1","NULL","NULL"
"2800100","Erin Brockovich","Columbia Pictures","3","1","NULL","NULL"
"2810100","Ocean's Twelve","Warner Bros.","1","NULL","NULL","1"
"2810100","Ocean's Twelve","Village Roadshow Productions","2","NULL","NULL","1"
"2820100","Terminator Salvation","Halcyon Company","1","1","NULL","NULL"
"2820100","Terminator Salvation","Moritz Borman","2","NULL","NULL","1"
"2820100","Terminator Salvation","Wonderland Sound and Vision","3","NULL","NULL","1"
"2830100","Charlie's Angels","Columbia Pictures","1","1","NULL","NULL"
"2830100","Charlie's Angels","Leonard Goldberg","2","NULL","NULL","1"
"2830100","Charlie's Angels","Flower Films","3","NULL","NULL","1"
"2830100","Charlie's Angels","Tall Trees","4","NULL","NULL","1"
"2840100","Tomorrow Never Dies","Eon Productions","1","1","NULL","1"
"2840100","Tomorrow Never Dies","Metro-Goldwyn-Mayer Pictures","2","1","NULL","NULL"
"2840100","Tomorrow Never Dies","United Artists","3","1","NULL","NULL"
"2860100","The Devil Wears Prada","Fox 2000 Pictures","1","1","NULL","NULL"
"2860100","The Devil Wears Prada","Wendy Fineman Productions","2","NULL","NULL","1"
"2870100","Something's Gotta Give","Columbia Pictures","1","1","NULL","NULL"
"2870100","Something's Gotta Give","Warner Bros.","2","1","NULL","NULL"
"2870100","Something's Gotta Give","Waverly Films","3","NULL","NULL","1"
"2900100","City Slickers","Castle Rock Entertainment","NULL","NULL","NULL","NULL"
"2940100","The Bodyguard","Warner Bros.","1","1","NULL","1"
"2940100","The Bodyguard","Tig Productions","2","NULL","NULL","1"
"2960100","The Bourne Identity","The Kennedy/Marshall Company","1","NULL","NULL","1"
"2970100","Superbad","Columbia Pictures","1","1","NULL","NULL"
"2970100","Superbad","Judd Apatow","2","NULL","NULL","1"
"2980100","Speed","20th Century Fox","1","NULL","NULL","1"
"2990100","50 First Dates","Happy Madison","NULL","NULL","NULL","NULL"
"3000100","The Hunt for Red October","Mace Neufeld","1","NULL","NULL","1"
"3000100","The Hunt for Red October","Jerry Sherlock","2","NULL","NULL","1"
"3020100","Seabiscuit","Universal Pictures","1","1","NULL","NULL"
"3020100","Seabiscuit","DreamWorks Pictures","2","1","NULL","NULL"
"3020100","Seabiscuit","Spyglass Entertainment","3","1","NULL","NULL"
"3020100","Seabiscuit","Larger Than Life","4","NULL","NULL","1"
"3020100","Seabiscuit","The Kennedy/Marshall Company","5","NULL","NULL","1"
"3030100","Van Helsing","Sommers Company","1","NULL","NULL","1"
"3040100","Four Christmases","Spyglass Entertainment","NULL","NULL","NULL","NULL"
"3050100","The Mask","Katja Motion Picture Corporation","1","NULL","NULL","1"
"3060100","I Now Pronounce You Chuck and Larry","Universal Pictures","1","1","NULL","NULL"
"3060100","I Now Pronounce You Chuck and Larry","Relativity Media","2","1","NULL","NULL"
"3060100","I Now Pronounce You Chuck and Larry","Happy Madison","3","NULL","NULL","1"
"3080100","Walk the Line","Fox 2000 Pictures","1","1","NULL","NULL"
"3080100","Walk the Line","Tree Line Film","2","0","NULL","1"
"3080100","Walk the Line","Catfish","3","NULL","NULL","1"
"3100100","Total Recall","Carolco Pictures","1","NULL","NULL","1"
"3100100","Total Recall","Ronald Shusett","2","NULL","NULL","1"
"3100100","Total Recall","Tri-Star Pictures","3","1","NULL","NULL"
"3120100","Fahrenheit 9/11","Dog Eat Dog","1","1","NULL","NULL"
"3120100","Fahrenheit 9/11","Wild Bunch","2","1","NULL","NULL"
"3120100","Fahrenheit 9/11","Jim Czarnecki","3","NULL","NULL","1"
"3130100","Hairspray","New Line Cinema","1","1","NULL","NULL"
"3130100","Hairspray","Ingenious Film Partners","2","1","1","NULL"
"3130100","Hairspray","Zadan/Meron","3","NULL","NULL","1"
"3140100","The Break-Up","Wild West Picture Show","1","NULL","NULL","1"
"3150100","Lemony Snicket's A Series of Unfortunate Events","Paramount Pictures","1","1","NULL","NULL"
"3150100","Lemony Snicket's A Series of Unfortunate Events","DreamWorks Pictures","2","1","NULL","NULL"
"3150100","Lemony Snicket's A Series of Unfortunate Events","Parkes+Macdonald Productions","3","NULL","NULL","1"
"3150100","Lemony Snicket's A Series of Unfortunate Events","Nikelodeon Movies","4","NULL","NULL","1"
"3160100","Blades of Glory","DreamWorks Pictures","1","1","NULL","NULL"
"3160100","Blades of Glory","Red Hour Productions","2","NULL","NULL","1"
"3160100","Blades of Glory","Smart Entertainment","3","NULL","NULL","1"
"3170100","The Sum of All Fears","Mace Neufeld","1","NULL","NULL","1"
"3180100","Back to the Future Part II","Amblin Entertainment","NULL","NULL","NULL","NULL"
"3200100","Big Momma's House","20th Century Fox","1","1","NULL","NULL"
"3200100","Big Momma's House","Regency Enterprises","3","1","NULL","NULL"
"3200100","Big Momma's House","David T. Friendly","2","NULL","NULL","1"
"3200100","Big Momma's House","Runteldat Entertainment","4","NULL","NULL","1"
"3210100","Die Hard 2","Silver Pictures","NULL","NULL","NULL","NULL"
"3230100","G-Force","Jerry Bruckheimer","2","1","NULL","1"
"3230100","G-Force","Walt Disney Pictures","1","1","NULL","NULL"
"3240100","Ocean's Thirteen","Warner Bros.","1","NULL","NULL","1"
"3250100","S.W.A.T.","Columbia Pictures","1","NULL","NULL","1"
"3280100","Notting Hill","PolyGram Filmed Entertainment","1","1","NULL","NULL"
"3280100","Notting Hill","Working Title Films","2","1","1","NULL"
"3280100","Notting Hill","Notting Hill Pictures","3","NULL","NULL","1"
"3300100","You’ve Got Mail","Warner Bros.","1","NULL","NULL","NULL"
"3310100","Ghost Rider","Relativity Media","3","1","1","NULL"
"3310100","Ghost Rider","Columbia Pictures","1","1","NULL","NULL"
"3310100","Ghost Rider","Crystal Sky Pictures","2","1","1","NULL"
"3320100","Remember the Titans","Walt Disney Pictures","1","1","NULL","NULL"
"3320100","Remember the Titans","Jerry Bruckheimer","2","1","1","NULL"
"3320100","Remember the Titans","Technical Black","3","NULL","NULL","1"
"3340100","American Graffiti","Lucas Film LTD","1","NULL","NULL","NULL"
"3340100","American Graffiti","Coppola Company","2","NULL","NULL","NULL"
"3360100","Dodgeball: A True Underdog Story","Red Hour Productions","1","NULL","NULL","1"
"3370100","The Village","Touchstone Pictures","1","1","NULL","NULL"
"3370100","The Village","Blinding Edge Pictures","2","NULL","NULL","1"
"3370100","The Village","Scott Rudin Productions","3","NULL","NULL","1"
"3380100","Bolt","Walt Disney Pictures","1","1","0","0"
"3380100","Bolt","Walt Disney Animation Studios","2","0","0","1"
"3390100","Wild Wild West","Peters Entertainment","1","NULL","NULL","1"
"3390100","Wild Wild West","Sonnenfeld-Joseph","2","NULL","NULL","1"
"3410100","The Patriot","Columbia Pictures","1","1","NULL","NULL"
"3410100","The Patriot","Mutual Film Company","2","NULL","NULL","1"
